Division,Number,Nickname,Full Name,Rookie Year,Website,Location
FTC,12819,Zwijsen Tech Team 3,Zwijsen College,2017,,Veghel&comma; NB 5461xl Netherlands
FTC,12820,Wagner TSTEM 1,Karen Wagner H S,2017,,San Antonio&comma; TX 78244 USA
FTC,12821,RoboSharks,HiLite&comma; FIRST in MI&comma; White Lake Area Community Ed&comma; Whitehall Districts schools&comma; Montague Districts schools and the White Lake home school community. &amp; Family/Community,2017,http://whitelakerobotics.weebly.com/,Whitehall&comma; MI 49461 USA
FTC,12822,MDQ B - GigaBites,Mdq Academy,2017,,Brentwood&comma; NY 11717 USA
FTC,12823,Crescendo,Family/Community,2017,,San Diego&comma; CA 92130 USA
FTC,12824,Tesla Empire,Family/Community,2017,,Bayport&comma; NY 11705 USA
FTC,12825,Wildkat Robotiks,DEKA Research &amp; Development/Qualcomm/Texas Workforce Commission/Willis ISD Career and Technical Education (CTE) Department/Willis ISD Education Foundation/FASTSIGNS Conroe/The Rogers&comma; Merik&comma; and Weaver Families&amp;Willis H S,2017,https://goo.gl/BCfdPL,Willis&comma; TX 77378 USA
FTC,12826,Some Assembly Required,Lake Middle School,2017,http://leopardrobotics.club,Saint Paul&comma; MN 55125 USA
FTC,12827,Crazy Cat Ladies,Home School,2017,https://firstcrazycatladies.wordpress.com,Jacksonville&comma; FL 32277 USA
FTC,12828,Critical Overload,Family/Community,2017,,Cary&comma; NC 27560 USA
FTC,12829,ViperBots,Pan-American Charter School,2017,,Phoenix&comma; AZ 85017 USA
FTC,12830,Scientific Touch,Civil Air Patrol,2017,,West Chester&comma; OH 45069 USA
FTC,12831,The Crystal Skulls,Banks High School,2017,,Banks&comma; OR 97106 USA
FTC,12832,BEEBOTS WHITE,F.C. Reed Middle School,2017,,Bridgman&comma; MI 49106 USA
FTC,12833,Mechanical Meltdown,Family/Community,2017,,Watkins Glen&comma; NY 14891 USA
FTC,12834,BEEBOTS ORANGE,F.C. Reed Middle School,2017,,Bridgman&comma; MI 49106 USA
FTC,12835,Pixelated,GEARS&comma; Inc.&amp;Family/Community,2017,https://www.gears.org.in,Granger&comma; IN 46530 USA
FTC,12836,BEEBOTS BLACK,F.C. Reed Middle School,2017,,Bridgman&comma; MI 49106 USA
FTC,12837,BEEBOTS YELLOW,F.C. Reed Middle School,2017,,Bridgman&comma; MI 49106 USA
FTC,12838,Lancaster Robot Warriors,Lancaster Middle,2017,,Kilmarnock&comma; VA 22482 USA
FTC,12839,Future Engineer ,Hampton High School,2017,,Jonesboro&comma; GA 30236 USA
FTC,12840,Pierce City High School,Pierce City High,2017,,Pierce City&comma; MO 65723 USA
FTC,12841,Plus +3 Robotics,Valley Christian High School,2017,www.valleyx2844.com,Chandler&comma; AZ 85226 USA
FTC,12842,Grandview RII A,Grandview High,2017,,Hillsboro&comma; MO 63050 USA
FTC,12843,Driscoll Rangers,Driscoll Middle School,2017,,Corpus Christi&comma; TX 78408 USA
FTC,12844,Grandview RII B,Grandview High,2017,,Hillsboro&comma; MO 63050 USA
FTC,12845,FHPS METEORS,Trout Creek Ventures/FRC 3357 The Comets&amp;Northern High School,2017,http://www.foresthillsrobotics.com/the-meteors.html,Grand Rapids&comma; MI 49546 USA
FTC,12846,Dynamic Gears,Family/Community,2017,,Houston&comma; TX 77245 USA
FTC,12847,ERA,Family/Community,2017,,Aldie&comma; VA 20105 USA
FTC,12848,Robonators,Family/Community,2017,,Livingston&comma; NJ 07039 USA
FTC,12849,Attucks MS,Attucks Middle,2017,,Houston&comma; TX 77051 USA
FTC,12850,TechnoStorms,John F. Kennedy Middle,2017,technostorms.jeffkmeng.com,Cupertino&comma; CA 95014 USA
FTC,12851,E.T Energized Techies,Eagle Ridge Middle,2017,http://www.energizedtechies.com,Ashburn&comma; VA 20148 USA
FTC,12852,Extreme Robotics,Family/Community,2017,,Cincinnati&comma; OH 45243 USA
FTC,12853,Robo Cavos,&amp;Emerson Jr Sr High,2017,,Emerson&comma; NJ 07630 USA
FTC,12854,HSplus,Home School,2017,,Baton Rouge&comma; LA 70810 USA
FTC,12855,Eukarya Lions,Eukarya Christian Academy,2017,,Stephens City&comma; VA 22655 USA
FTC,12856,Endeavor Steam Machines,Family/Community,2017,https://sites.google.com/view/endeavorlearninglab/ftc-robotics,Huntsville&comma; AL 35802 USA
FTC,12857,Phantom,Family/Community,2017,,Magnolia&comma; TX 77354 USA
FTC,12858,Blue Waves Robotics,CMSE - University of Mississippi&amp;Mississippi School for Mathematics and Science,2017,,Columbus&comma; MS 39701 USA
FTC,12859,Humble MS,Humble Middle,2017,,Humble&comma; TX 77346 USA
FTC,12860,The Tinkerers,Family/Community,2017,,Manly&comma; NSW 2095 Australia
FTC,12861,RoboHeroes,Suzanne Middle,2017,,Walnut&comma; CA 91789 USA
FTC,12862,Waldon Dragons,Waldon Middle School,2017,,Lake Orion&comma; MI 48360 USA
FTC,12863,Flourish &amp; Bots,Family/Community,2017,www.FlourishAndBots.com,Bettendorf&comma; IA 52722 USA
FTC,12864,Eclipse,Alpharetta High School,2017,http://ftcteam.wixsite.com/raidersofthearc,Alpharetta&comma; GA 30005 USA
FTC,12865,TechNoLogic,Family/Community,2017,,Sammamish&comma; WA 98074 USA
FTC,12866,Cyber-Fins,Toms River Intermediate N,2017,,Toms River&comma; NJ 08753 USA
FTC,12867,Eastmont Robotics - Team 2,Eastmont Junior High,2017,,East Wenatchee&comma; WA 98802 USA
FTC,12868,Ironclad,Bradley-Bourbonnais C High School,2017,,Bradley&comma; IL 60915 USA
FTC,12869,Voyager 6+,Family/Community &amp; Family/Community,2017,,San Ramon&comma; CA 94582 USA
FTC,12870,ScottieBots,Ballston Spa Senior High School,2017,,Ballston Spa&comma; NY 12020 USA
FTC,12871,Keith Valley Robo Hatters Gray,Keith Valley Ms,2017,,Horsham&comma; PA 19044 USA
FTC,12872,Crinkle Cut Fries,Kake Elementary &amp; High School,2017,,Kake&comma; AK 99830 USA
FTC,12873,S.T.E.A.M. Powered,Pitsco/Abicor Binzel/Dunkin Donuts/Baskin Robbins/E-End/Enviva/Sandy Spring Bank&amp;4-H,2017,,Walkersville&comma; MD 21793 USA
FTC,12874,LOROTECH,Texas Workforce Commission&amp;Polytechnic H S&amp;Burleson Centennial H S,2017,,Burleson&comma; TX 76028 USA
FTC,12875,Snyder Tigers,Henry Snyder,2017,www.jcboe.org,Jersey City&comma; NJ 07305 USA
FTC,12876,East Hills Middle School intergalacTECH,East Hills Middle School,2017,,Bloomfield Hills&comma; MI 48304 USA
FTC,12877,Amelia's Alicorns: Defenders of Technology,Family/Community,2017,,Seattle&comma; WA 98108 USA
FTC,12878,Supernova Robotics,Boeing&amp;Family/Community,2017,,Ellensburg&comma; WA 98926 USA
FTC,12879,Firebird Sprockets,Family/Community,2017,,Phoenix&comma; NY 13135 USA
FTC,12880,Razor Steel Robotics ,Century Engineering/Schwan's Home Delivery&amp;4-H,2017,www.razorsteelrobotics.com,Dover&comma; DE 19904 USA
FTC,12881,Runnels Robotics,Runnels Independent School,2017,,Baton Rouge&comma; LA 70817 USA
FTC,12882,Hypergaints,Eastern Mennonite High School,2017,,Harrisonburg&comma; VA 22802 USA
FTC,12883,Todoians 2,Robo Campus,2017,,Plano&comma; TX 75024 USA
FTC,12884,Bucephalus,Family/Community,2017,,Phoenix&comma; AZ 85032 USA
FTC,12885,Golden Gears,Girls Scouts,2017,,Katy&comma; TX 77494 USA
FTC,12886,Breck School FTC,Breck School,2017,,Minneapolis&comma; MN 55422 USA
FTC,12887,Devolt Phobos,Tecmilenio campus chihuahua,2017,https://www.facebook.com/Devoltfrc/,Chihuahua&comma; CHH 31000 Mexico
FTC,12888,The Stingers,Family/Community,2017,www.robobees.org,California&comma; MD 20619 USA
FTC,12889,Wyverns,American Leadership Academy - Queen Creek,2017,,Queen Creek&comma; AZ 85142 USA
FTC,12890,Emerson E.A.G.L.E.S.,dSpace/Emerson School&amp;Emerson School,2017,,Ann Arbor&comma; MI 48103 USA
FTC,12891,ROBO Warriors,Central High School,2017,,Grand Junction&comma; CO 81504 USA
FTC,12892,White Mountain Robotics - Juggerbots,Home School,2017,,Lakeside&comma; AZ 85929 USA
FTC,12893,Blue Lightning TECHbots,Villa Madonna Academy Elementary School,2017,,Ft Mitchell&comma; KY 41017 USA
FTC,12894,Hexspeak,Family/Community,2017,,Redmond&comma; WA 98052 USA
FTC,12895,HF_FTC__#2,Holy Family Regional School,2017,,Rochester&comma; MI 48307 USA
FTC,12896,The LWA Eagles,Living Water Academy,2017,,Glencoe&comma; MO 63038 USA
FTC,12897,Newton's Law of Mass,Family/Community,2017,https://www.newtonslaw.tk,Newton&comma; MA 02458 USA
FTC,12898,Papa Long Legs,Northeast Middle,2017,,Minneapolis&comma; MN 55410 USA
FTC,12899,Bellport Clippers,Bellport Senior High School,2017,,Brookhaven&comma; NY 11719 USA
FTC,12900,Schim Robotics,Supreme Lending - The Patton Group/Alliance Data/Parents of Team 12900&amp;Schimelpfenig Middle,2017,,Plano&comma; TX 75023 USA
FTC,12901,PROJECT:COBRA,Qualcomm/DEKA/Peoria Unified School District/Arizona State Tax Credit Donors&amp;Cactus High School,2017,,Glendale&comma; AZ 85306 USA
FTC,12902,Inca Eaglebots,Juarez Community Academy Hs,2017,,Chicago&comma; IL 60608 USA
FTC,12903,Bulldog Robotics,Van Meter Jr-Sr High School,2017,,Van Meter&comma; IA 50261 USA
FTC,12904,Olmec Eaglebots,Juarez Community Academy Hs,2017,,Chicago&comma; IL 60608 USA
FTC,12905,Aztec Eaglebots,Juarez Community Academy Hs,2017,,Chicago&comma; IL 60608 USA
FTC,12906,Mayan Eaglebots,Juarez Community Academy Hs,2017,,Chicago&comma; IL 60608 USA
FTC,12907,Piece of Pi,Family/Community,2017,,Portland&comma; OR 97229 USA
FTC,12908,The Mystical Rainbows,Family/Community,2017,,Columbia&comma; MD 21044 USA
FTC,12909,FMS-Tech,Fountain Middle School,2017,,Fountain&comma; CO 80817 USA
FTC,12910,The Cybercats,Tomball Memorial H S,2017,,Tomball&comma; TX 77377 USA
FTC,12911,Greely Community Robotics,Central High School,2017,,Greeley&comma; CO 80631 USA
FTC,12912,Robo Kids,Boulan Park Middle School,2017,,Troy&comma; MI 48098 USA
FTC,12913,DA Ex Bots,Home School &amp; Home School,2017,,O Fallon&comma; IL 62269 USA
FTC,12914,The Eagles,President George Washington Middle School,2017,,Honolulu&comma; HI 96826 USA
FTC,12915,System Override,Family/Community,2017,,Delanson&comma; NY 12053 USA
FTC,12916,Devolt Deimos,Tecmilenio campus chihuahua,2017,https://www.facebook.com/Devoltfrc/,Chihuahua&comma; CHH 31000 Mexico
FTC,12917,Error 404 ,Family/Community,2017,To Be Confirmed,Windermere&comma; FL 34786 USA
FTC,12918,Iron C.O.R.E.,4-H,2017,,Le Roy&comma; IL 61752 USA
FTC,12919,TechnoWarriors,Family/Community,2017,,Irving&comma; TX 75063 USA
FTC,12920,NanoGurus,Family/Community,2017,,Anaheim&comma; CA 92804 USA
FTC,12921,Magi Mechs,Qualcomm&amp;Colon High School,2017,,Colon&comma; MI 49040 USA
FTC,12922,The Livonia RoboRaptors,Holmes Middle School,2017,none at this time.,Livonia&comma; MI 48154 USA
FTC,12923,Techno T-Rexes,Family/Community,2017,,Farmington&comma; CT 06032 USA
FTC,12924,Iona Prep Gaels ,Iona Preparatory School,2017,,New Rochelle&comma; NY 10804 USA
FTC,12925,Carpenter CowBOTS,Carpenter Middle,2017,,Plano&comma; TX 75023 USA
FTC,12926,P@NTH∑R5 R0B0T1C5,Texas Workforce Commission/Plano ISD&amp;Plano East Sr H S,2017,,Plano&comma; TX 75074 USA
FTC,12927,Shepton Robotics,Shepton H S,2017,,Plano&comma; TX 75093 USA
FTC,12928,The Lightsaders,Qualcomm&amp;St Michael'S Catholic Academy,2017,,Austin&comma; TX 78735 USA
FTC,12929,Electric Lions,C a Mcmillen H S,2017,,Plano&comma; TX 75094 USA
FTC,12930,Clark Robotics,Clark H S,2017,,Plano&comma; TX 75023 USA
FTC,12931,The Legion,Education Empowers Inc/James A. Unruh Family Foundation &amp; Family/Community,2017,,Chandler&comma; AZ 85248 USA
FTC,12932,Mescalero Apache Chiefs (2),Mescalero Apache School,2017,,Mescalero&comma; NM 88340 USA
FTC,12933,Penguin Robotics,Seashore Middle Acad,2017,,Corpus Christi&comma; TX 78418 USA
FTC,12934,AFC Logics,Maquarie Uniersity&amp;Al-Faisal College,2017,,Sydney&comma; NSW 2144 Australia
FTC,12935,FUTURE TECH,FIRST in Texas/Texas Workforce Comission/Synergistic STEM Outreach Center&amp;Hastings H S,2017,,Houston&comma; TX 77072 USA
FTC,12936,Bear Wires,FIRST in Texas/Texas Workforce Comission/Synergistic STEM Outreach Center&amp;Hastings H S,2017,,Houston&comma; TX 77072 USA
FTC,12937,Lake Shore Robotics,Lake Shore Systems/Holiday Gas Station&amp;Central Middle School&amp;Central Middle School,2017,,Iron Mountain&comma; MI 49801 USA
FTC,12938,Washington Generals' Robotics,Washington School,2017,https://generals.ws,Greenville&comma; MS 38703 USA
FTC,12939,MountaineerBots,Iron Mountain High School,2017,,Iron Mountain&comma; MI 49801 USA
FTC,12940,ThunderBot Breakers,FIRST in Texas/Texas Workforce Comission/Synergistic STEM Outreach Center&amp;Hastings H S,2017,,Houston&comma; TX 77072 USA
FTC,12941,Soleil,Girl Scouts USA,2017,,Bremerton&comma; WA 98311 USA
FTC,12942,Renaissance Secondary School,Renaissance Secondary School,2017,,Castle Rock&comma; CO 80104 USA
FTC,12943,Qbitz,Family/Community,2017,,Lakeville&comma; MN 55044 USA
FTC,12944,Innocademy 3,Innocademy,2017,,Zeeland&comma; MI 49464 USA
FTC,12945,cirCuiT breaKers,Christ the King Elementary School,2017,,Springfield&comma; IL 62704 USA
FTC,12946,Innocademy 2,Innocademy,2017,,Zeeland&comma; MI 49464 USA
FTC,12947,Innovation 1: The Riot Crabs,Innovation High School,2017,,Spokane&comma; WA 99202 USA
FTC,12948,Innocademy 1,Innocademy,2017,,Zeeland&comma; MI 49464 USA
FTC,12949,Innovation 2: Gracious Professionals,Innovation High School,2017,,Spokane&comma; WA 99202 USA
FTC,12950,Fifth Order,Hoërskool Waterkloof,2017,,Pretoria&comma; GP 0044 South Africa
FTC,12951,ESKETIT,Corinda State High School,2017,,Corinda&comma; QLD 4075 Australia
FTC,12952,rIGS,International Grammar School,2017,,Ultimo&comma; NSW 2007 Australia
FTC,12953,Maroon Tide,Wytheville Community College&amp;Galax High,2017,,Galax&comma; VA 24333 USA
FTC,12954,Inspectors,FIRST in Texas/Texas Workforce Comission/Synergistic STEM Outreach Center&amp;Hastings H S,2017,,Houston&comma; TX 77072 USA
FTC,12955,Fire Sparks,Family/Community,2017,,Northville&comma; MI 48168 USA
FTC,12956,Lakerbots,Silver Lake Reg High,2017,http://slrobotics.weebly.com/,Kingston&comma; MA 02364 USA
FTC,12957,TGI TECH,YWCA,2017,,Atlanta&comma; GA 30306 USA
FTC,12958,St Anne Pacelli Catholic School,St Anne Pacelli Catholic School,2017,,Columbus&comma; GA 31907 USA
FTC,12959,Electrogator Robotics,Reinke Manufacturing&amp;Family/Community,2017,,Deshler&comma; NE 68340 USA
FTC,12960,Sickles High School,Sickles High School,2017,,Tampa&comma; FL 33626 USA
FTC,12961,Checkmate,Family/Community,2017,,Kennesaw&comma; GA 30144 USA
FTC,12962,Zenith,Family/Community,2017,,Oakland&comma; CA 94611 USA
FTC,12963,Manor Ram Robots,Manor Middle,2017,,Killeen&comma; TX 76543 USA
FTC,12964,Team Innovation,Family/Community,2017,,Troy&comma; MI 48307 USA
FTC,12965,College Track NOLA ,College Track,2017,,New Orleans&comma; LA 70117 USA
FTC,12966,Wilson Junior High FTC Team,Wilson Junior High,2017,,Manitowoc&comma; WI 54220 USA
FTC,12967,Kenny Lake ,Kenny Lake School,2017,,Copper Center&comma; AK 99573 USA
FTC,12968,Bard Robo-Raptors,Bard High School Early College,2017,,Newark&comma; NJ 07103 USA
FTC,12969,Peter's Waffle Cones,Family/Community,2017,,Windsor&comma; CO 80550 USA
FTC,12970,RoboSmart FTC,Thomas Edison Energysmart Charter School,2017,,Somerset&comma; NJ 08873 USA
FTC,12971,Ctrl-Y,4-H,2017,,Champaign&comma; IL 61821 USA
FTC,12972,TBCATITANSHS,Triad Baptist Christian Academy,2017,,Kernersville&comma; NC 27284 USA
FTC,12973,Reicher Robotics,Reicher Catholic High School,2017,http://robotics.reicher.org,Waco&comma; TX 76708 USA
FTC,12974,57th Mechanized Brigade,Augusta Preparatory Day School,2017,,Augusta&comma; GA 30907 USA
FTC,12975,Top Dogs,Texas Workforce Commission&amp;Plainview High School,2017,,Plainview&comma; TX 79072 USA
FTC,12976,Tuttle CyberTigers - Red,Family/Community,2017,,Tuttle&comma; OK 73089 USA
FTC,12977,Rust In Peace,Plano West Senior H S,2017,,Plano&comma; TX 75093 USA
FTC,12978,CCHS Panther Robotics,Caney Creek H S,2017,,Conroe&comma; TX 77306 USA
FTC,12979,Gear Heads,Visalia Charter Independent Study,2017,,Visalia&comma; CA 93277 USA
FTC,12980,UVC FTC,Umpqua Valley Christian School,2017,,Roseburg&comma; OR 97470 USA
FTC,12981,Rockobots,The Rock Academy&amp;Family/Community,2017,,Sanford&comma; FL 32771 USA
FTC,12982,RB High School ,Riverside Brookfield Twp Hs,2017,,Riverside&comma; IL 60546 USA
FTC,12983,East End Robotics,Henrico County Public Library,2017,www.eastendrobotics.org,Henrico&comma; VA 23231 USA
FTC,12984,Devil Dogs,4-H,2017,,Kimberly&comma; ID 83341 USA
FTC,12985,B.A.R. Bay Area Robotics,Family/Community,2017,,Burlingame&comma; CA 94010 USA
FTC,12986,TSAS ,Tulsa Schl of Arts &amp; Sciences,2017,www.tsas.org,Tulsa&comma; OK 74127 USA
FTC,12987,Short Circuits,Home School,2017,,Lake Stevens&comma; WA 98258 USA
FTC,12988,Cambridge Lancers,Cambridge Christian School,2017,,Odessa&comma; FL 33556 USA
FTC,12991,Awkward Silence,4-H Youth Development Organization,2017,,Pahrump&comma; NV 89048 USA
FTC,12992,The Vindicators,Italy H S,2017,,Italy&comma; TX 76651 USA
FTC,12993,RoboKings,Chancellor State College,2017,,Sippy Downs&comma; QLD 4556 Australia
FTC,12994,Oak Ridge Wonder Women,Leidos&amp;Family/Community,2017,,Oak Ridge&comma; TN 37830 USA
FTC,12995,SASH,Home School,2017,,Peachtree City&comma; GA 30269 USA
FTC,12996,Vienna Speed Demons,Family/Community,2017,,Vienna&comma; VA 22180 USA
FTC,12997,Cosmos,Marlborough School,2017,,Los Angeles&comma; CA 90004 USA
FTC,12998,Busted Bolts Robotics,Tactical Control Systems&amp;Cole Valley Christian Schools,2017,,Meridian&comma; ID 83642 USA
FTC,12999,Union Co. 4-H Watto's Junkshop,4-H,2017,,Creston&comma; IA 50801 USA
FTC,13000,Data Wolves,Mount Columbia Institute of Technology &amp;Family/Community,2017,,Calgary&comma; AB T2Z4X6 Canada
FTC,13001,Steam Knights,Belmont Academy,2017,,Lake City&comma; FL 32024 USA
FTC,13002,Screaming Eagles,Ferndale Middle School,2017,,Ferndale&comma; MI 48220 USA
FTC,13003,Bot Rod Robotics,Vision Charter School,2017,,Caldwell&comma; ID 83605 USA
FTC,13004,Techno Wildcats,Dishchiibikoh Community School,2017,,Cibecue&comma; AZ 85911 USA
FTC,13005,The Siege,Spring Woods H S,2017,,Houston&comma; TX 77080 USA
FTC,13006,GRANBY GRUNTS FTC 2,Granby Memorial High School,2017,,Granby&comma; CT 06035 USA
FTC,13007,Tiger Team 3,Spring Woods H S,2017,,Houston&comma; TX 77080 USA
FTC,13008,Tiger Team 2,Spring Woods H S,2017,,Houston&comma; TX 77080 USA
FTC,13009,TechnoBots,Family/Community,2017,,Troy&comma; MI 48084 USA
FTC,13010,Robo Rams,Carmen High and Technology,2017,,Milwaukee&comma; WI 53215 USA
FTC,13011,Team Designers Den,Young Men's Leadership Academy,2017,,Fort Worth&comma; TX 76105 USA
FTC,13012,DUTCHTOWN EAGLEBOTS,Dutchtown Middle School,2017,,Geismar&comma; LA 70734 USA
FTC,13013,SpectraTech,Spectrum Academy,2017,,Pleasant Grove&comma; UT 84062 USA
FTC,13014,Falcon's Nest,St Joseph High School,2017,http://stjoes.org,Metuchen&comma; NJ 08840 USA
FTC,13015,eLEMONators,Central Middle School,2017,,Muscatine&comma; IA 52761 USA
FTC,13016,Jigabots,Central Middle School,2017,,Muscatine&comma; IA 52761 USA
FTC,13017,Event Horizon,DOW/Oaks Montessori School/HYPE Robotics LLC&amp;HYPE Robotics (Helping Tangi Youth Pursue Excellence in Robotics),2017,www.hyperobotics.com,Ponchatoula&comma; LA 70454 USA
FTC,13018,The Wright Stuff,Home School,2017,,Cokato&comma; MN 55321 USA
FTC,13019,Platinum Panthers,Larson Middle School,2017,,Troy&comma; MI 48085 USA
FTC,13020,Quantum Reapers,Horizon Science Academy Columbus High,2017,http://www.quantumreapers.com,Columbus&comma; OH 43229 USA
FTC,13021,Allegan Middle School Robotics,L.E. White Middle School,2017,,Allegan&comma; MI 49010 USA
FTC,13022,Ridgeview Hoplites,Ridgeview Classical Charter Schools,2017,,Fort Collins&comma; CO 80525 USA
FTC,13023,STEAMBOTS,FIRST/Monsanto Fund/SolidWorks&amp;Boys &amp; Girls Clubs of America,2017,,Saint Charles&comma; MO 63304 USA
FTC,13024,Tigers,Tomlinson Middle School,2017,,Inkster&comma; MI 48141 USA
FTC,13025,Beach Park Middle School,Beach Park Middle School,2017,,Zion&comma; IL 60099 USA
FTC,13026,R.U BOTS,Hilbert Middle School,2017,,Redford&comma; MI 48239 USA
FTC,13027,JSTEM FTC 2,JSTEM Academy,2017,,Converse&comma; TX 78109 USA
FTC,13028,Cougar-Bots,St Charles Borromeo Catholic School,2017,http://www.st-charles-coldwater.org/,Coldwater&comma; MI 49036 USA
FTC,13029,RoboSabers,Uncommon Charter High School,2017,,Brooklyn&comma; NY 11216 USA
FTC,13030,JSTEM FTC 1,JSTEM Academy,2017,,Converse&comma; TX 78109 USA
FTC,13031,Chi-squared-FTC Robotics,Eduprize School Gilbert,2017,,Gilbert&comma; AZ 85233 USA
FTC,13032,Ant Colony,Family/Community &amp; Family/Community,2017,,Columbia&comma; MO 65203 USA
FTC,13033,Tenino HS,Tenino High School,2017,,Tenino&comma; WA 98589 USA
FTC,13034,Whitefield Rocks Robotics,Whitefield Academy,2017,,Louisville&comma; KY 40228 USA
FTC,13035,The Awesome Lady Argobot,Qualcomm&amp;Redwood Middle,2017,,Saratoga&comma; CA 95070 USA
FTC,13036,Gears,Pacific Lutheran College,2017,,Meridan Plains&comma; QLD 4551 Australia
FTC,13037,Delta V,Delta Junction Sr. High School,2017,,Delta Junction&comma; AK 99737 USA
FTC,13038,Dragonbots,J.M. Dozier Middle,2017,,Newport News&comma; VA 23608 USA
FTC,13039,Nuts &amp; Volts,Carson Middle,2017,,Herndon&comma; VA 20171 USA
FTC,13040,Megahurtz,Somerset Academy Losee,2017,,North Las Vegas&comma; NV 89081 USA
FTC,13041,Roboteer Cadets - Bravo Company,STEM2U Youth Programs,2017,,Saint Peters&comma; MO 63376 USA
FTC,13042,Arcadia Titan Robotics,The Boeing Company&amp;Arcadia High School,2017,,Phoenix&comma; AZ 85018 USA
FTC,13043,HTA Kauai,Hawaii Technology Academy,2017,,Lihue&comma; HI 96766 USA
FTC,13044,Na 'Oahi o Kawaikini,Kawaikini Ncpcs,2017,,Lihue&comma; HI 96766 USA
FTC,13045,Caddo Bruins,Caddo Hs,2017,,Caddo&comma; OK 74729 USA
FTC,13046,BugByte Robotics,Family/Community,2017,https://bugbyte.wixsite.com/bugbyterobotics,Goleta&comma; CA 93117 USA
FTC,13047,D.R.E.A.M Team: The Fax Machines,Carl Sandburg Middle School,2017,,Mundelein&comma; IL 60060 USA
FTC,13048,Absolute Zero,Dwight-Englewood School,2017,https://www.d-e.org,Englewood&comma; NJ 07631 USA
FTC,13049,Prototypes,Newcastle Hs,2017,,Newcastle&comma; OK 73065 USA
FTC,13050,Nueva Team,the Nueva School,2017,,Hillsborough&comma; CA 94010 USA
FTC,13051,Crossroads Current Robotics,Crossroads College Preparatory School,2017,,Saint Louis&comma; MO 63112 USA
FTC,13052,Techno Dawgs,The Boeing Company/Society of Professional Engineering Employees in Aerospace (SPEEA)&amp;Mt Baker Middle School,2017,,Auburn&comma; WA 9802 USA
FTC,13053,POLARIS,Vanguard College Preparatory School,2017,,Waco&comma; TX 76710 USA
FTC,13054,Mechanical MasterMinds,CMSE - University of Mississippi/FIRST/SolidWorks&amp;Long Beach Senior High School,2017,,Long Beach&comma; MS 39560 USA
FTC,13055,CV Bots,Anthony Aguirre,2017,,Channelview&comma; TX 77530 USA
FTC,13057,GET SMART,Family/Community,2017,,Lake City&comma; FL 32025 USA
FTC,13058,RG Dawson,Dawson School,2017,,Lafayette&comma; CO 80026 USA
FTC,13059,Charged w/Battery Too,Tishomingo Hs,2017,,Tishomingo&comma; OK 73460 USA
FTC,13060,Capital-Bots,Mina's School of Great Falls,2017,http://www.capital-bots.org,Great Falls&comma; VA 22066 USA
FTC,13061,Ann-Hua Robotics,Ann-Hua Chinese School&amp;Family/Community,2017,http://www.annhua.org/,Ann Arbor&comma; MI 48105 USA
FTC,13062,Cougar Pride,Central High School,2017,,Helena&comma; AR 72342 USA
FTC,13063,PowerSurge - Flash,4-H,2017,,Bloomington&comma; IL 61701 USA
FTC,13064,Forbush High School,Forbush High,2017,,East Bend&comma; NC 27018 USA
FTC,13065,Wolves,Yadkin Early College,2017,,Yadkinville&comma; NC 27055 USA
FTC,13069,Phoenix Builders,Harlingen School of Health Professions,2017,,Harlingen&comma; TX 78550 USA
FTC,13070,SHS Rams,Starmount High,2017,,East Bend&comma; NC 27018 USA
FTC,13071,Robo Wolves,Family/Community,2017,,Herndon&comma; VA 20171 USA
FTC,13072,Fellowship of the Robot,Family/Community,2017,,Kerrville&comma; TX 78028 USA
FTC,13073,Brazoswood Robotics,Dow/Texas Workforce Commission&amp;Brazoswood H S,2017,https://sites.google.com/brazosportisd.net/bwoodrobot/home,Clute&comma; TX 77531 USA
FTC,13074,West Sound Academy,West Sound Academy,2017,,Poulsbo&comma; WA 98370 USA
FTC,13075,Coram Deo Academy Robotics,Coram Deo Academy,2017,,Flower Mound&comma; TX 75028 USA
FTC,13076,The Argonauts,Nova Classical Academy Upper School,2017,,Saint Paul&comma; MN 55116 USA
FTC,13077,Hypersonic Robotics,the Heights School,2017,,Potomac&comma; MD 20854 USA
FTC,13078,Holy Spirit Techrobotics,Holy Spirit School,2017,,Grand Rapids&comma; MI 49534 USA
FTC,13079,OuterSpark Season 2,Family/Community,2017,,Sammamish&comma; WA 98074 USA
FTC,13080,MechDancer,Middle School Attached to Northern Jiaotong University,2017,,Beijing&comma; 11 100081 China
FTC,13081,Pueo Bots,Home School,2017,,Lihue&comma; HI 96766 USA
FTC,13082,Krazy Kangaroos,Family/Community,2017,,Tucson&comma; AZ 85705 USA
FTC,13083,Kauai High Red Raiders,Kauai High School,2017,,Lihue&comma; HI 96766 USA
FTC,13084,The Golden Gears,Black Mountain Middle,2017,,San Diego&comma; CA 92129 USA
FTC,13085,Bionic Dutch,Pella High School,2017,,Pella&comma; IA 50219 USA
FTC,13086,RoboWarriors,Kapaa High School,2017,,Kapaa&comma; HI 96746 USA
FTC,13087,Teen Titans,Kingsborough Middle,2017,,San Antonio&comma; TX 78221 USA
FTC,13088,Cyber Saints,St Catherine School,2017,,Kapaa&comma; HI 96746 USA
FTC,13089,E T Brigade,Julian High,2017,,Julian&comma; CA 92036 USA
FTC,13090,Gadget Girlz,College&comma; Career &amp; Technical Institute,2017,,Pascagoula&comma; MS 39567 USA
